order,url,name_cn,date,score,total_votes,cover_large,tags,characters
44,https://bgm.tv/subject/3375,凉宫春日的消失,2010-02-06,8.7,24135,https://lain.bgm.tv/pic/cover/l/9b/9b/3375_33BCV.jpg,京阿尼;剧场版;凉宫春日;大萌神;凉宫春日的消失;轻小说改;长门有希;2010;校园;谷川流;石原立也;囧虚;小说改;武本康弘;轻小说;京都动画;轻改;凉宫春日的忧郁;奇幻;日本;神作;剧场;科幻;日常;消失;京都アニメーション;恋爱;青春;2010年;2010年2月,阿虚;长门有希;凉宫春日;朝比奈实玖瑠;古泉一树;朝仓凉子;让世界变得更热闹的凉宫春日的团;鶴屋学姐;谷口;国木田;虚妹;冈部
45,https://bgm.tv/subject/9912,日常,2011-04-02,8.5,25114,https://lain.bgm.tv/pic/cover/l/0e/14/9912_vHEd6.jpg,日常;京阿尼;搞笑;治愈;爆笑;电波;2011年4月;TV;石原立也;萌;2011;废萌;漫画改;校园;脑残;京都;笑到爆;京都动画;漫改;日本;四格;京都アニメーション;神作;花田十辉;四月番;百合;吐槽;2011年;半年番;花田十輝,相生祐子;长野原美绪;水上麻衣;东云名乃;博士;阪本先生;立花美里;笹原幸治郎;中之条刚;中之条的父亲;长野原佳乃;大工健三郎
46,https://bgm.tv/subject/217300,进击的巨人 第三季,2018-07-22,8.3,20427,https://lain.bgm.tv/pic/cover/l/18/86/217300_WGgTy.jpg,进击的巨人;WITSTUDIO;热血;战斗;漫画改;2018年7月;TV;澤野弘之;漫改;2018;奇幻;荒木哲郎;续作;日本;肥塚正史;泽野弘之;三期;神作;剧情;悬疑;2018年;战争;谏山创;猎奇;小林靖子;神谷浩史;WIT_STUDIO;肥冢正史;2018年4月;梶裕贵,艾伦·耶格尔;三笠·阿克曼;阿明·阿诺德;利威尔;让·基尔休坦;亚妮·雷恩哈特;莎夏·布劳斯;克里斯塔·连兹;柯尼·史普林格;莱纳·布朗;贝尔托特·胡佛;尤弥尔
47,https://bgm.tv/subject/127563,一拳超人,2015-10-04,8,21464,https://lain.bgm.tv/pic/cover/l/8c/a2/127563_nl66u.jpg,热血;MADHouse;搞笑;战斗;一拳超人;漫画改;2015年10月;TV;漫改;2015;夏目真悟;日本;ONE;石川界人;梶裕貴;悠木碧;古川慎;奇幻;作画;燃;龙傲天;2015年;超能力;神作;日本动画;村田雄介;鈴木智尋;动作;动画;铃木智寻,埼玉;杰诺斯;KING;地狱的吹雪;音速的索尼克;战栗的龙卷;银色獠牙;原子武士;假面帅哥甜心假面;装甲猩猩;波罗斯;性感囚犯
48,https://bgm.tv/subject/24790,男子高中生的日常,2012-01-09,7.9,22457,https://lain.bgm.tv/pic/cover/l/c5/73/24790_4wdXB.jpg,搞笑;吐槽;男子高中的日常;日常;SUNRISE;2012年1月;TV;杉田智和;漫画改;校园;2012;吐槽向;铃村健一;吐槽帝再现;漫改;入野自由;喜剧;高松信司;日本;三癞子;青春;新番;银桑;2012年;爆笑;石田彰;男子高中生的日常;文学少女;山内泰延;动画,忠邦;田畑秀则;田中吉竹;文学少女;忠邦之妹;小苹果;元治;唐泽俊之;会长;副会長;奈古さん;柳人
49,https://bgm.tv/subject/100449,月刊少女野崎君,2014-07-06,7.8,22050,https://lain.bgm.tv/pic/cover/l/a0/20/100449_d101j.jpg,搞笑;动画工房;漫画改;2014年7月;恋爱;校园;纯爱;TV;月刊少女野崎君;2014;萌;漫改;中村悠一;動画工房;泽城美雪;日常;少女向;日本;木村良平;山﨑みつえ;青春;小野友樹;少女;山崎光惠;治愈;小泽亚李;2014年;喜剧;中村能子;冈本信彦,野崎梅太郎;佐仓千代;御子柴实琴;堀政行;鹿岛游;若松博隆;濑尾结月;宫前剑;前野蜜也;都由香里;麻美子;铃木三郎
50,https://bgm.tv/subject/431767,少女乐队的呐喊,2024-04-05,7.6,23971,https://lain.bgm.tv/pic/cover/l/75/c1/431767_bX7FZ.jpg,乐队;原创;音乐;2024年4月;花田十辉;东映动画;3D;百合;TV;2024;東映アニメーション;东映;日本;青春;酒井和男;轻百合;励志;无法预测的命运之舞台;搞笑;少女乐队;日常;摇滚;偶像;热血;2024年;轻百;治愈;花田十輝;神作;gbc,井芹仁菜;河原木桃香;安和昴;卢帕;海老冢智;雏;ナナ;リン;アイ;キョーコ;革ジャン;ミネ
51,https://bgm.tv/subject/183878,紫罗兰永恒花园,2018-01-10,7.6,22030,https://lain.bgm.tv/pic/cover/l/1e/e2/183878_Fef1o.jpg,京阿尼;轻小说改;紫罗兰永恒花园;治愈;2018年1月;TV;京都动画;奇幻;2018;石立太一;轻改;日常;小说改;京都アニメーション;日本;催泪;文库唯一大赏;恋爱;吉田玲子;2018年;单元剧;石川由依;战争;京都;神作;成长;子安武人;剧情;人类圣经;季番,薇尔莉特·伊芙加登;基尔伯特·布甘比利亚;克劳迪亚·霍金斯;嘉德丽雅·波德莱尔;贝内迪克特·布卢;艾丽卡·布朗;爱丽丝·卡娜莉;蒂法尼·伊芙加登;奥利弗;莉莉安;内丽内;迪特福利特·布甘比利亚
52,https://bgm.tv/subject/6049,新世纪福音战士剧场版 Air/真心为你,1997-07-19,8.9,21498,https://lain.bgm.tv/pic/cover/l/fe/45/6049_zy52O.jpg,EVA;庵野秀明;剧场版;GAINAX;科幻;补完;神作;1997;原创;GANAIX;死光光;机战;猎奇;贞本义行;萝卜;日本;新世纪福音战士;战斗;宗教;Otaku;意识流;鹤卷和哉;心理;ProductionI.G;Production.I.G;1997年7月;鶴巻和哉;经典;1997年;鷺巣詩郎,碇真嗣;绫波零;惣流·明日香·兰格雷;葛城美里;赤木律子;伊吹摩耶;冬月耕造;日向诚;青叶茂;SEELE;碇源堂;基路·洛仑兹
53,https://bgm.tv/subject/120925,夏洛特,2015-07-04,6.4,19918,https://lain.bgm.tv/pic/cover/l/9b/d6/120925_Zp040.jpg,麻枝准;P.A.WORKS;原创;校园;2015年7月;key;超能力;TV;奇幻;Charlotte;恋爱;2015;夏洛特;日本;大魔王;原创动画;战斗;催泪;治愈;业界良心;日常;搞笑;浅井義之;2015年;佐仓绫音;浅井义之;烂尾;PA;动画;青春,乙坂有宇;友利奈绪;高城丈士朗;西森柚咲;乙坂步未;黑羽美砂;白柳弓;三岛;杉本;有动;大村佳之;友利一希
54,https://bgm.tv/subject/172498,埃罗芒阿老师,2017-04-08,6.6,19005,https://lain.bgm.tv/pic/cover/l/87/bf/172498_wfm40.jpg,妹控;A-1Pictures;轻小说改;2017年4月;后宫;恋爱;TV;伏见司;搞笑;我的妹妹是黄漫老师;轻改;2017;日常;埃罗芒阿老师;小说改;日本;竹下良平;萌;妹妹;A-1_Pictures;兄妹;2017年;校园;入宅作;妹系;党争;妹;萝莉;喜剧;松冈祯丞,和泉正宗;和泉纱雾;山田妖精;千寿村征;神野恵;高砂智惠;神乐坂菖蒲;狮童国光;山田克里斯;初代·埃罗芒阿老师;夏娜;逢坂大河
55,https://bgm.tv/subject/793,Code Geass 反叛的鲁路修,2006-10-05,8.3,21947,https://lain.bgm.tv/pic/cover/l/da/8c/793_3y432.jpg,鲁鲁修;SUNRISE;コードギアス反逆のルルーシュ;TV;福山润;codegeass;原创;2006;CC;妹控;一个极端的妹控;机战;谷口悟朗;战斗;死妹控;2006年10月;大河内一楼;萝卜;科幻;日本;神作;智斗;露露羞;战争;CLAMP;反逆のルルーシュ;热血;中二;奇幻;剧情,鲁路修·兰佩路基;枢木朱雀;C.C.;红月华莲;娜娜莉·兰佩路基;夏莉·菲内特;米蕾·阿什弗德;拉克夏塔·恰拉;克洛维斯·La·布里塔尼亚;筱崎咲世子;利瓦尔·卡路迪蒙特;维蕾塔·努
56,https://bgm.tv/subject/100403,路人女主的养成方法,2015-01-08,7.2,19775,https://lain.bgm.tv/pic/cover/l/6b/01/100403_R8KN2.jpg,轻小说改;A-1Pictures;后宫;丸户史明;2015年1月;校园;路人女主的养成方法;TV;恋爱;深崎暮人;2015;轻改;松冈祯丞;小说改;日本;党争;noitaminA;日常;搞笑;青春;龟井干太;亀井幹太;2015年;茅野爱衣;丸戸史明;萌;A-1_Pictures;加藤惠;圣人惠;A-1,安艺伦也;泽村・史宾瑟・英梨梨;霞之丘诗羽;加藤惠;冰堂美智留;波岛出海;波岛伊织;泽村小百合;町田苑子;水原叡智佳;姬川时乃;森丘蓝子
57,https://bgm.tv/subject/102134,我的青春恋爱物语果然有问题 续,2015-04-02,7.4,18976,https://lain.bgm.tv/pic/cover/l/1e/ef/102134_luzUc.jpg,恋爱;轻小说改;校园;我的青春恋爱物语果然有问题;2015年4月;大老师;Feel.;TV;2015;轻改;早见沙织;东山奈央;后宫;小说改;青春;日本;党争;日常;及川啓;渡航;续作;及川启;2015年;春物;搞笑;佐仓绫音;菅正太郎;江口拓也;悠木碧;第二季,比企谷八幡;雪之下雪乃;由比滨结衣;一色彩羽;比企谷小町;户冢彩加;叶山隼人;三浦优美子;海老名姫菜;川崎沙希;户部翔;材木座义辉
58,https://bgm.tv/subject/95225,Fate/stay night [Unlimited Blade Works],2014-10-04,7.5,19593,https://lain.bgm.tv/pic/cover/l/e1/5a/95225_nuqNt.jpg,Type-Moon;ufotable;Fate;2014年10月;游戏改;战斗;TV;UBW;FateStayNight;奇幻;GAL改;2014;热血;日本;三浦貴博;fsn;恋爱;三浦贵博;2014年;奈須きのこ;奈须蘑菇;小山力也;植田佳奈;远坂凛;游改;魔法;Saber;川澄绫子;期待;型月,阿尔托莉雅·潘德拉贡;卫宫士郎;卫宫;远坂凛;吉尔伽美什;间桐樱;美狄亚;伊莉雅斯菲尔·冯·爱因兹贝伦;间桐慎二;言峰绮礼;塞拉;藤村大河
59,https://bgm.tv/subject/174043,为美好的世界献上祝福！ 第二季,2017-01-11,7.7,18696,https://lain.bgm.tv/pic/cover/l/53/e6/174043_Mt8Xb.jpg,搞笑;异世界;轻小说改;2017年1月;为美好的世界献上祝福！;TV;后宫;studiodeen;奇幻;轻改;2017;雨宮天;小说改;高桥李依;第二季;日本;穿越;日常;战斗;续作;为美好的世界献上祝福;冒险;金崎贵臣;金﨑貴臣;STUDIO_DEEN;2017年;逗比;素晴;雨宫天;喜剧,佐藤和真;阿克娅;惠惠;达克妮斯;克莉丝;厄里斯;维斯;芸芸;露娜;小米;御剑响夜;瑟娜
60,https://bgm.tv/subject/115908,吹响吧！上低音号,2015-04-07,8.3,21923,https://lain.bgm.tv/pic/cover/l/37/df/115908_c0uQj.jpg,京阿尼;音乐;校园;轻小说改;2015年4月;百合;石原立也;TV;京都动画;2015;山田尚子;青春;花田十辉;小说改;吹响！次中音号;轻改;日本;励志;日常;京都アニメーション;京アニ;京都;治愈;京吹;轻百合;吹响！悠风号;社团;2015年;花田十輝;恋爱,黄前久美子;加藤叶月;川岛绿辉;高坂丽奈;田中明日香;小笠原晴香;中世古香织;中川夏纪;吉川优子;黄前麻美子;松本美知惠;铠冢霙
61,https://bgm.tv/subject/187276,游戏人生 零,2017-07-15,8.2,19135,https://lain.bgm.tv/pic/cover/l/2b/93/187276_3TRqx.jpg,剧场版;游戏人生;MADHouse;轻小说改;奇幻;催泪;2017;2017年7月;异世界;战斗;轻改;茅野爱衣;松冈祯丞;小说改;榎宮祐;日本;恋爱;NGNL;智斗;石塚敦子;花田十辉;2017年;神作;热血;治愈;No_Game_No_Life;いしづかあつこ;搞笑;花田十輝;游戏,里克;休比;空;白;克洛妮·多拉;吉普莉尔;侬娜·杰尔;辛克·尼尔巴连;初濑伊纲;特图;伊旺·杰尔;亚雷
62,https://bgm.tv/subject/110467,白箱,2014-10-09,8.7,22931,https://lain.bgm.tv/pic/cover/l/73/26/110467_Fx9tT.jpg,P.A.WORKS;原创;励志;白箱;2014年10月;水岛努;动画制作;TV;青春;职场;2014;SHIROBAKO;原创动画;百合;横手美智子;日本;水島努;日常;神作;业界;治愈;科普;群像;吉田玲子;2014年;梦想;动画;半年番;热血;搞笑,宫森葵;安原绘麻;坂木静香;藤堂美沙;今井绿;武藏野动画股份公司;本田丰;高梨太郎;矢野艾莉卡;落合达也;渡边隼;小笠原纶子
63,https://bgm.tv/subject/43558,JOJO的奇妙冒险,2012-10-05,7.7,18435,https://lain.bgm.tv/pic/cover/l/23/5d/43558_ECoSc.jpg,JOJO的奇妙冒险;热血;荒木飞吕彦;漫画改;2012年10月;TV;战斗;JOJO;子安武人;2012;漫改;david_production;奇幻;神作;davidproduction;杉田智和;日本;津田尚克;智斗;david.production;漫画改编;冒险;搞笑;JUMP;燃;2012年;大卫社;小林靖子;岩崎琢;荒木飛呂彦,乔纳森·乔斯达;迪奥·布兰多;乔瑟夫·乔斯达;西撒·安东尼奥·齐佩利;艾莉娜·班魯多;莉莎莉莎;罗伯特·E·O·史比特瓦根;威廉·A·齐佩利;史特雷;鲁德尔·冯·修特罗海姆;艾斯迪斯;波克
64,https://bgm.tv/subject/109386,Fate/stay night [Unlimited Blade Works] 第二季,2015-04-04,7.5,18495,https://lain.bgm.tv/pic/cover/l/b2/e7/109386_q20wy.jpg,Type-Moon;Fate;ufotable;战斗;游戏改;2015年4月;TV;奇幻;UBW;GAL改;2015;蘑菇;热血;日本;游戏改编;2015年;恋爱;三浦貴博;三浦贵博;动画;奈须蘑菇;奈須きのこ;续作;FateStayNight;型月;植田佳奈;游改;诹访部顺一;远坂凛;深澤秀行,阿尔托莉雅·潘德拉贡;卫宫士郎;卫宫;远坂凛;吉尔伽美什;伊莉雅斯菲尔·冯·爱因兹贝伦;间桐慎二;言峰绮礼;库·丘林;美狄亚;赫拉克勒斯;葛木宗一郎
65,https://bgm.tv/subject/325285,奇巧计程车,2021-04-05,8.5,21305,https://lain.bgm.tv/pic/cover/l/65/90/325285_4688X.jpg,原创;悬疑;群像;2021年4月;TV;剧情;推理;P.I.C.S.;动物;2021;OLM;木下麦;神作;日本;此元和津也;日本动画;木村良平;2021年;奇巧计程车;都市;奇幻;无法预测的命运之舞台;日常;治愈;季番;furry;飯田理恵;2020s;花江夏树;TVA,小户川宏;白川美保;刚力步;柿花英二;二阶堂瑠衣;市村志帆;三矢雪;山本冬树;大门坚志朗;大门幸志朗;柴垣健介;马场敦也
66,https://bgm.tv/subject/386809,【我推的孩子】,2023-04-12,7.4,20794,https://lain.bgm.tv/pic/cover/l/98/5e/386809_1yR81.jpg,动画工房;偶像;2023年4月;漫画改;赤坂明;恋爱;悬疑;TV;漫改;2023;转生;平牧大辅;動画工房;日本;田中仁;平牧大輔;党争;我推的孩子;复仇;平山宽菜;职场;搞笑;日常;校园;2023年;奇幻;后宫;高桥李依;赤坂アカ;青年向,阿库亚 / 星野爱久爱海;露比 / 星野瑠美衣;星野爱;有马加奈;黑川茜;MEM啾;斋藤壹护;斋藤京子;五反田泰志;鹫见夕雪;熊野信行;森本剑吾
67,https://bgm.tv/subject/235130,碧蓝之海,2018-07-13,7.9,17696,https://lain.bgm.tv/pic/cover/l/1f/13/235130_suy3s.jpg,搞笑;颜艺;漫画改;2018年7月;A-1Pictures;TV;日常;碧蓝之海;漫改;爆笑;校园;2018;潜水动画（迫真）;ZERO-G;高松信司;日本;青春;青年向;恋爱;运动;沙雕;内田雄馬;潜水;井上坚二;喜剧;2018年;社团;神作;井上堅二;木村良平,北原伊织;古手川千纱;今村耕平;吉原爱菜;时田信治;寿龙次郎;古手川奈奈华;滨冈梓;野岛元;山本真一郎;御手洗优;藤原健太
68,https://bgm.tv/subject/1606,凉宫春日的忧郁 2009,2009-04-02,8,19769,https://lain.bgm.tv/pic/cover/l/49/5d/1606_64k44.jpg,京阿尼;漫无止境的八月;凉宫春日;TV;SOS团;轻小说改;校园;2009年4月;平野绫;2009;团长;吐槽;杉田智和;小说改;轻改;京都动画;日常;奇幻;武本康弘;凉宫春日和她愉快的伙伴们;日本;轻小说;石原立也;搞笑;第二季;科幻;凉宫春日的忧郁;青春;京都アニメーション;谷川流,阿虚;凉宫春日;长门有希;朝比奈实玖瑠;古泉一树;让世界变得更热闹的凉宫春日的团;鶴屋学姐;谷口;国木田;朝仓凉子;虚妹;喜绿江美里
69,https://bgm.tv/subject/326895,夏日重现,2022-04-14,7.5,20000,https://lain.bgm.tv/pic/cover/l/d9/f5/326895_j1S2n.jpg,悬疑;轮回;漫画改;2022年4月;奇幻;TV;战斗;漫改;OLM;2022;智斗;夏日重现;渡边步;濑古浩司;日本;恋爱;渡辺歩;日本动画;推理;2022年;剧情;热血;半年番;穿越;田中靖規;神作;瀬古浩司;花江夏树;纯爱;追番,网代慎平;小舟潮;小舟澪;南方日鹤;根津银次郎;菱形窗;菱形朱鹭子;菱形青铜;小舟艾伦;凸村哲;雁切真砂人;小早川诗织
70,https://bgm.tv/subject/269235,天气之子,2019-07-19,7.1,18766,https://lain.bgm.tv/pic/cover/l/00/e8/269235_Dg6gZ.jpg,新海诚;剧场版;恋爱;原创;2019;奇幻;动画电影;CoMixWave;新海誠;青春;田中将賀;2019年7月;日本;映画;CoMix_Wave_Films;2019年;CoMixWaveFilms;治愈;电影;世界系;天气之子;爱情;radwimps;催泪;田中将贺;纯爱;超能力;日本动画;日常;动画,天野阳菜;森岛帆高;須贺圭介;须贺夏美;立花富美;天野凪;安井;高井高司;花泽香菜;佐仓绫音;雨;木村
71,https://bgm.tv/subject/85631,JOJO的奇妙冒险 星尘斗士,2014-04-04,8,17539,https://lain.bgm.tv/pic/cover/l/6b/c7/85631_Gi7oH.jpg,JOJO;JOJO的奇妙冒险;热血;漫画改;战斗;2014年4月;TV;2014;燃;学姿势;david.production;漫改;奇幻;davidproduction;津田尚克;荒木飞吕彦;日本;智斗;超能力系;david_production;冒险;搞笑;荒木飛呂彦;2014年;小林靖子;续作;JUMP;大卫社;神作;小野大辅,空条承太郎;乔瑟夫·乔斯达;穆罕默德·阿布德尔;花京院典明;迪奥·布兰多;让·皮埃尔·波鲁纳雷夫;绿色法皇;荷尔·荷斯;丝吉Q;妮娜;诅咒的迪波;蜜特拉
72,https://bgm.tv/subject/51928,某科学的超电磁炮S,2013-04-12,7.6,17821,https://lain.bgm.tv/pic/cover/l/99/8c/51928_wuG5D.jpg,J.C.STAFF;炮姐;超电磁炮;2013年4月;百合;御坂美琴;校园;TV;战斗;轻小说改;漫画改;2013;黑子;长井龙雪;科幻;漫改;花泽香菜;魔法禁书目录;日本;超能力;某科学的超电磁炮;奇幻;轻改;日常;豊崎愛生;轻百合;续作;長井龍雪;热血;佐藤利奈,御坂美琴;白井黑子;初春饰利;佐天泪子;上条当麻;婚后光子;铁装缀里;湾内绢保;泡浮万彬;固法美伟;宿管;黄泉川爱穗
73,https://bgm.tv/subject/41488,樱花庄的宠物女孩,2012-10-08,7.4,18635,https://lain.bgm.tv/pic/cover/l/01/a2/41488_qw09G.jpg,J.C.STAFF;校园;樱花庄的宠物女孩;轻小说改;恋爱;治愈;2012年10月;TV;励志;茅野爱衣;2012;松冈祯丞;冈田麿里;轻改;小说改;轻小说;青春;日常;日本;鸭志田一;搞笑;石塚敦子;后宫;党争;2012十月番;岡田麿里;2012年;催泪;いしづかあつこ;鴨志田一,神田空太;椎名真白;青山七海;上井草美咲;三鷹仁;千石千寻;赤坂龙之介;丽塔·爱因兹沃斯;妹抖酱;深谷志穗;上井草风香;姬宫沙织
74,https://bgm.tv/subject/339326,异世界舅舅,2022-07-06,7.6,19217,https://lain.bgm.tv/pic/cover/l/1a/75/339326_v466V.jpg,搞笑;异世界;2022年7月;漫画改;奇幻;子安武人;TV;日常;AtelierPontdarc;反套路;漫改;2022;穿越;后宫;日本;河合滋樹;战斗;恋爱;傲娇;颜艺;河合滋树;2022年;猪原健太;喜剧;异世界舅舅;悠木碧;冒险;户松遥;福山润;Atelier_Pontdarc,舅舅;敬文;藤宫;苏翠路奇拉泽加鲁涅尔鲁蕾娅阿格兰泽尔加·艾尔加;梅贝尔;爱利希雅;艾德加;莱卡;泽江;藤宫千秋;リカルド＝マークフェルド;ミラー＝グレイラー
75,https://bgm.tv/subject/113292,JOJO的奇妙冒险 星尘斗士 埃及篇,2015-01-09,8.2,17672,https://lain.bgm.tv/pic/cover/l/1b/e9/113292_z4z21.jpg,JOJO的奇妙冒险;荒木飞吕彦;热血;JOJO;漫画改;战斗;TV;2015年1月;2015;学姿势;david.production;漫改;奇幻;davidproduction;日本;津田尚克;智斗;david_production;冒险;搞笑;燃;续作;子安武人;小林靖子;大卫社;JUMP;2015年;小野大辅;神作;荒木飛呂彦,空条承太郎;乔瑟夫·乔斯达;穆罕默德·阿布德尔;花京院典明;伊奇;迪奥·布兰多;让·皮埃尔·波鲁纳雷夫;绿色法皇;丹尼尔·J·达比;恰卡;荷尔·荷斯;丝吉Q
76,https://bgm.tv/subject/604826,超时空辉夜姬！,2026-01-22,8.1,20452,https://lain.bgm.tv/pic/cover/l/f6/0f/604826_2XWRN.jpg,百合;剧场版;原创;音乐;科幻;奇幻;2026年1月;日本;山下清悟;2026;WEB;STUDIOCHROMATO;网飞;StudioColorido;Netflix;恋爱;治愈;战斗;搞笑;动画电影;早見沙織;偶像;日常;电影;2026年;早见沙织;轻百合;夏吉优子;入野自由;青春,酒寄彩叶;辉夜;月见八千代;不死;帝晃;驹泽乃依;驹泽雷;绫䌷芦花;谏山真实;忠犬宅公;乙事照琴;犬DOGE
77,https://bgm.tv/subject/485,凉宫春日的忧郁,2006-04-02,8.2,18818,https://lain.bgm.tv/pic/cover/l/21/8a/485_Et062.jpg,京阿尼;涼宮ハルヒの憂鬱;SOS团;校园;团长;凉宫春日的忧郁;TV;吐槽;轻小说改;谷川流;2006;大萌神;凉宫春日;轻小说;2006年4月;杉田智和;小说改;石原立也;京都动画;轻改;日常;奇幻;萌神万岁;日本;搞笑;科幻;青春;平野绫;京都アニメーション;京都,阿虚;凉宫春日;长门有希;朝比奈实玖瑠;古泉一树;让世界变得更热闹的凉宫春日的团;鶴屋学姐;谷口;国木田;朝仓凉子;虚妹;喜绿江美里
